FIPS Code,State/Area,year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Area_Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Unemployment_rate
19,Iowa,2021,7,"2,511,977   ","1,699,282   ",67.6,"1,631,935   ",65.0,"67,347   ",4.0
20,Kansas,2021,7,"2,261,802   ","1,504,175   ",66.5,"1,452,674   ",64.2,"51,501   ",3.4
21,Kentucky,2021,7,"3,534,776   ","2,027,360   ",57.4,"1,935,378   ",54.8,"91,982   ",4.5
22,Louisiana,2021,7,"3,580,727   ","2,075,042   ",58.0,"1,961,109   ",54.8,"113,933   ",5.5
23,Maine,2021,7,"1,143,340   ","688,249   ",60.2,"654,838   ",57.3,"33,411   ",4.9
24,Maryland,2021,7,"4,886,661   ","3,180,660   ",65.1,"3,007,207   ",61.5,"173,453   ",5.5
25,Massachusetts,2021,7,"5,748,872   ","3,750,656   ",65.2,"3,545,826   ",61.7,"204,830   ",5.5
26,Michigan,2021,7,"8,064,447   ","4,787,408   ",59.4,"4,492,972   ",55.7,"294,436   ",6.2
27,Minnesota,2021,7,"4,505,087   ","3,036,721   ",67.4,"2,921,297   ",64.8,"115,424   ",3.8
28,Mississippi,2021,7,"2,280,685   ","1,255,694   ",55.1,"1,186,727   ",52.0,"68,967   ",5.5
29,Missouri,2021,7,"4,865,161   ","3,050,214   ",62.7,"2,927,441   ",60.2,"122,773   ",4.0
30,Montana,2021,7,"884,765   ","550,874   ",62.3,"531,999   ",60.1,"18,875   ",3.4
31,Nebraska,2021,7,"1,511,705   ","1,050,315   ",69.5,"1,021,945   ",67.6,"28,370   ",2.7
32,Nevada,2021,7,"2,498,861   ","1,500,687   ",60.1,"1,401,193   ",56.1,"99,494   ",6.6
33,New Hampshire,2021,7,"1,150,660   ","756,569   ",65.8,"731,028   ",63.5,"25,541   ",3.4
34,New Jersey,2021,7,"7,413,998   ","4,686,044   ",63.2,"4,365,599   ",58.9,"320,445   ",6.8
35,New Mexico,2021,7,"1,671,538   ","946,425   ",56.6,"879,165   ",52.6,"67,260   ",7.1
36,New York,2021,7,"16,066,961   ","9,576,306   ",59.6,"8,909,301   ",55.5,"667,005   ",7.0
51000,New York city,2021,7,"6,845,023   ","4,106,555   ",60.0,"3,702,934   ",54.1,"403,621   ",9.8
37,North Carolina,2021,7,"8,345,093   ","4,949,461   ",59.3,"4,705,802   ",56.4,"243,659   ",4.9
38,North Dakota,2021,7,"596,157   ","408,252   ",68.5,"396,572   ",66.5,"11,680   ",2.9
39,Ohio,2021,7,"9,330,440   ","5,736,695   ",61.5,"5,445,248   ",58.4,"291,447   ",5.1
40,Oklahoma,2021,7,"3,066,314   ","1,861,239   ",60.7,"1,786,245   ",58.3,"74,994   ",4.0
41,Oregon,2021,7,"3,467,609   ","2,150,367   ",62.0,"2,041,599   ",58.9,"108,768   ",5.1
42,Pennsylvania,2021,7,"10,505,438   ","6,444,912   ",61.3,"6,060,044   ",57.7,"384,868   ",6.0
44,Rhode Island,2021,7,"900,123   ","574,087   ",63.8,"540,595   ",60.1,"33,492   ",5.8
45,South Carolina,2021,7,"4,124,908   ","2,358,053   ",57.2,"2,264,543   ",54.9,"93,510   ",4.0
46,South Dakota,2021,7,"684,010   ","470,593   ",68.8,"457,723   ",66.9,"12,870   ",2.7
47,Tennessee,2021,7,"5,523,811   ","3,328,375   ",60.3,"3,181,465   ",57.6,"146,910   ",4.4
48,Texas,2021,7,"22,541,419   ","14,339,051   ",63.6,"13,541,793   ",60.1,"797,258   ",5.6
49,Utah,2021,7,"2,490,361   ","1,689,942   ",67.9,"1,644,550   ",66.0,"45,392   ",2.7
50,Vermont,2021,7,"540,579   ","336,049   ",62.2,"324,261   ",60.0,"11,788   ",3.5
51,Virginia,2021,7,"6,805,578   ","4,328,913   ",63.6,"4,166,858   ",61.2,"162,055   ",3.7
53,Washington,2021,7,"6,163,858   ","3,902,844   ",63.3,"3,702,387   ",60.1,"200,457   ",5.1
54,West Virginia,2021,7,"1,442,666   ","780,178   ",54.1,"740,243   ",51.3,"39,935   ",5.1
55,Wisconsin,2021,7,"4,715,649   ","3,106,266   ",65.9,"2,986,781   ",63.3,"119,485   ",3.8
56,Wyoming,2021,7,"454,354   ","288,910   ",63.6,"275,835   ",60.7,"13,075   ",4.5
1,Alabama,2021,8,"3,993,434   ","2,254,517   ",56.5,"2,182,295   ",54.6,"72,222   ",3.2
2,Alaska,2021,8,"546,167   ","354,035   ",64.8,"331,860   ",60.8,"22,175   ",6.3
4,Arizona,2021,8,"5,768,974   ","3,533,835   ",61.3,"3,369,357   ",58.4,"164,478   ",4.7
5,Arkansas,2021,8,"2,364,462   ","1,337,928   ",56.6,"1,287,361   ",54.4,"50,567   ",3.8
6,California,2021,8,"31,069,529   ","19,064,774   ",61.4,"17,724,539   ",57.0,"1,340,235   ",7.0
37,Los Angeles County,2021,8,"7,926,015   ","5,018,604   ",63.3,"4,594,152   ",58.0,"424,452   ",8.5
8,Colorado,2021,8,"4,641,997   ","3,169,842   ",68.3,"3,000,556   ",64.6,"169,286   ",5.3
9,Connecticut,2021,8,"2,942,095   ","1,868,126   ",63.5,"1,753,157   ",59.6,"114,969   ",6.2
10,Delaware,2021,8,"810,305   ","493,937   ",61.0,"467,001   ",57.6,"26,936   ",5.5
11,District of Columbia,2021,8,"546,769   ","381,670   ",69.8,"355,338   ",65.0,"26,332   ",6.9
12,Florida,2021,8,"17,809,081   ","10,428,151   ",58.6,"9,968,996   ",56.0,"459,155   ",4.4
13,Georgia,2021,8,"8,408,875   ","5,178,225   ",61.6,"4,988,018   ",59.3,"190,207   ",3.7
15,Hawaii,2021,8,"1,125,081   ","668,729   ",59.4,"636,768   ",56.6,"31,961   ",4.8
16,Idaho,2021,8,"1,477,425   ","928,218   ",62.8,"896,945   ",60.7,"31,273   ",3.4
17,Illinois,2021,8,"10,078,705   ","6,379,836   ",63.3,"6,004,069   ",59.6,"375,767   ",5.9
18,Indiana,2021,8,"5,336,911   ","3,349,882   ",62.8,"3,224,643   ",60.4,"125,239   ",3.7
19,Iowa,2021,8,"2,513,016   ","1,699,024   ",67.6,"1,634,435   ",65.0,"64,589   ",3.8
20,Kansas,2021,8,"2,262,645   ","1,502,040   ",66.4,"1,452,555   ",64.2,"49,485   ",3.3
21,Kentucky,2021,8,"3,535,825   ","2,029,977   ",57.4,"1,938,559   ",54.8,"91,418   ",4.5
22,Louisiana,2021,8,"3,579,362   ","2,070,917   ",57.9,"1,964,063   ",54.9,"106,854   ",5.2
23,Maine,2021,8,"1,144,313   ","687,707   ",60.1,"654,723   ",57.2,"32,984   ",4.8
24,Maryland,2021,8,"4,887,279   ","3,178,050   ",65.0,"3,011,151   ",61.6,"166,899   ",5.3
25,Massachusetts,2021,8,"5,749,892   ","3,746,540   ",65.2,"3,551,533   ",61.8,"195,007   ",5.2
26,Michigan,2021,8,"8,067,052   ","4,789,657   ",59.4,"4,504,961   ",55.8,"284,696   ",5.9
27,Minnesota,2021,8,"4,507,005   ","3,035,765   ",67.4,"2,923,115   ",64.9,"112,650   ",3.7
28,Mississippi,2021,8,"2,280,836   ","1,253,983   ",55.0,"1,188,478   ",52.1,"65,505   ",5.2
29,Missouri,2021,8,"4,867,130   ","3,048,293   ",62.6,"2,931,085   ",60.2,"117,208   ",3.8
30,Montana,2021,8,"886,252   ","551,284   ",62.2,"533,077   ",60.1,"18,207   ",3.3
31,Nebraska,2021,8,"1,512,597   ","1,050,703   ",69.5,"1,022,798   ",67.6,"27,905   ",2.7
32,Nevada,2021,8,"2,502,061   ","1,497,840   ",59.9,"1,403,270   ",56.1,"94,570   ",6.3
33,New Hampshire,2021,8,"1,151,604   ","755,448   ",65.6,"731,143   ",63.5,"24,305   ",3.2
34,New Jersey,2021,8,"7,415,455   ","4,683,082   ",63.2,"4,368,476   ",58.9,"314,606   ",6.7
35,New Mexico,2021,8,"1,672,125   ","946,870   ",56.6,"882,150   ",52.8,"64,720   ",6.8
36,New York,2021,8,"16,060,322   ","9,577,488   ",59.6,"8,932,320   ",55.6,"645,168   ",6.7
51000,New York city,2021,8,"6,837,377   ","4,111,508   ",60.1,"3,718,097   ",54.4,"393,411   ",9.6
37,North Carolina,2021,8,"8,356,658   ","4,977,641   ",59.6,"4,738,050   ",56.7,"239,591   ",4.8
38,North Dakota,2021,8,"596,470   ","408,238   ",68.4,"397,146   ",66.6,"11,092   ",2.7
39,Ohio,2021,8,"9,332,674   ","5,729,906   ",61.4,"5,449,562   ",58.4,"280,344   ",4.9
40,Oklahoma,2021,8,"3,068,962   ","1,858,341   ",60.6,"1,788,776   ",58.3,"69,565   ",3.7
41,Oregon,2021,8,"3,467,991   ","2,147,464   ",61.9,"2,043,798   ",58.9,"103,666   ",4.8
42,Pennsylvania,2021,8,"10,505,804   ","6,430,518   ",61.2,"6,064,094   ",57.7,"366,424   ",5.7
44,Rhode Island,2021,8,"900,204   ","573,477   ",63.7,"541,372   ",60.1,"32,105   ",5.6
45,South Carolina,2021,8,"4,131,763   ","2,355,995   ",57.0,"2,265,166   ",54.8,"90,829   ",3.9
46,South Dakota,2021,8,"685,169   ","470,689   ",68.7,"458,199   ",66.9,"12,490   ",2.7
47,Tennessee,2021,8,"5,530,730   ","3,326,586   ",60.1,"3,187,101   ",57.6,"139,485   ",4.2
48,Texas,2021,8,"22,579,590   ","14,364,126   ",63.6,"13,593,093   ",60.2,"771,033   ",5.4
49,Utah,2021,8,"2,494,710   ","1,692,136   ",67.8,"1,648,414   ",66.1,"43,722   ",2.6
50,Vermont,2021,8,"540,763   ","336,212   ",62.2,"324,908   ",60.1,"11,304   ",3.4
51,Virginia,2021,8,"6,809,314   ","4,327,488   ",63.6,"4,173,992   ",61.3,"153,496   ",3.5
53,Washington,2021,8,"6,169,938   ","3,906,340   ",63.3,"3,712,391   ",60.2,"193,949   ",5.0
54,West Virginia,2021,8,"1,442,288   ","779,587   ",54.1,"741,465   ",51.4,"38,122   ",4.9
55,Wisconsin,2021,8,"4,718,519   ","3,099,968   ",65.7,"2,986,638   ",63.3,"113,330   ",3.7
56,Wyoming,2021,8,"454,720   ","288,256   ",63.4,"275,604   ",60.6,"12,652   ",4.4
1,Alabama,2021,9,"3,995,367   ","2,255,950   ",56.5,"2,186,982   ",54.7,"68,968   ",3.1
2,Alaska,2021,9,"546,181   ","354,208   ",64.9,"333,205   ",61.0,"21,003   ",5.9
4,Arizona,2021,9,"5,777,851   ","3,532,779   ",61.1,"3,378,889   ",58.5,"153,890   ",4.4
5,Arkansas,2021,9,"2,365,901   ","1,338,825   ",56.6,"1,290,650   ",54.6,"48,175   ",3.6
6,California,2021,9,"31,072,677   ","19,037,677   ",61.3,"17,793,674   ",57.3,"1,244,003   ",6.5
37,Los Angeles County,2021,9,"7,922,810   ","5,000,543   ",63.1,"4,609,650   ",58.2,"390,893   ",7.8
8,Colorado,2021,9,"4,645,696   ","3,165,738   ",68.1,"3,011,307   ",64.8,"154,431   ",4.9
9,Connecticut,2021,9,"2,942,649   ","1,883,309   ",64.0,"1,773,148   ",60.3,"110,161   ",5.8
10,Delaware,2021,9,"811,343   ","493,003   ",60.8,"467,212   ",57.6,"25,791   ",5.2
11,District of Columbia,2021,9,"547,042   ","381,059   ",69.7,"356,041   ",65.1,"25,018   ",6.6
12,Florida,2021,9,"17,840,188   ","10,444,912   ",58.5,"10,016,246   ",56.1,"428,666   ",4.1
13,Georgia,2021,9,"8,418,467   ","5,175,297   ",61.5,"4,993,517   ",59.3,"181,780   ",3.5
15,Hawaii,2021,9,"1,124,897   ","664,661   ",59.1,"637,879   ",56.7,"26,782   ",4.0
16,Idaho,2021,9,"1,480,258   ","929,659   ",62.8,"899,474   ",60.8,"30,185   ",3.2
17,Illinois,2021,9,"10,074,295   ","6,383,937   ",63.4,"6,030,126   ",59.9,"353,811   ",5.5
18,Indiana,2021,9,"5,338,919   ","3,343,102   ",62.6,"3,225,114   ",60.4,"117,988   ",3.5
19,Iowa,2021,9,"2,513,717   ","1,696,647   ",67.5,"1,635,797   ",65.1,"60,850   ",3.6
20,Kansas,2021,9,"2,263,120   ","1,499,175   ",66.2,"1,452,733   ",64.2,"46,442   ",3.1
21,Kentucky,2021,9,"3,536,239   ","2,033,486   ",57.5,"1,943,558   ",55.0,"89,928   ",4.4
22,Louisiana,2021,9,"3,577,451   ","2,066,869   ",57.8,"1,968,213   ",55.0,"98,656   ",4.8
23,Maine,2021,9,"1,145,120   ","686,342   ",59.9,"654,571   ",57.2,"31,771   ",4.6
24,Maryland,2021,9,"4,887,205   ","3,167,097   ",64.8,"3,014,818   ",61.7,"152,279   ",4.8
25,Massachusetts,2021,9,"5,750,048   ","3,737,893   ",65.0,"3,557,550   ",61.9,"180,343   ",4.8
26,Michigan,2021,9,"8,068,437   ","4,789,394   ",59.4,"4,520,745   ",56.0,"268,649   ",5.6
27,Minnesota,2021,9,"4,508,230   ","3,035,912   ",67.3,"2,927,368   ",64.9,"108,544   ",3.6
28,Mississippi,2021,9,"2,280,687   ","1,253,059   ",54.9,"1,190,913   ",52.2,"62,146   ",5.0
29,Missouri,2021,9,"4,868,458   ","3,045,808   ",62.6,"2,934,175   ",60.3,"111,633   ",3.7
30,Montana,2021,9,"887,623   ","552,012   ",62.2,"534,650   ",60.2,"17,362   ",3.1
31,Nebraska,2021,9,"1,513,266   ","1,050,982   ",69.5,"1,023,879   ",67.7,"27,103   ",2.6
32,Nevada,2021,9,"2,504,954   ","1,494,556   ",59.7,"1,404,908   ",56.1,"89,648   ",6.0
33,New Hampshire,2021,9,"1,152,371   ","754,560   ",65.5,"731,620   ",63.5,"22,940   ",3.0
34,New Jersey,2021,9,"7,416,039   ","4,662,465   ",62.9,"4,371,438   ",58.9,"291,027   ",6.2
35,New Mexico,2021,9,"1,672,565   ","944,759   ",56.5,"885,068   ",52.9,"59,691   ",6.3
36,New York,2021,9,"16,051,662   ","9,553,876   ",59.5,"8,956,839   ",55.8,"597,037   ",6.2
51000,New York city,2021,9,"6,829,749   ","4,091,212   ",59.9,"3,731,079   ",54.6,"360,133   ",8.8
37,North Carolina,2021,9,"8,366,909   ","5,003,211   ",59.8,"4,772,401   ",57.0,"230,810   ",4.6
38,North Dakota,2021,9,"596,706   ","408,466   ",68.5,"397,876   ",66.7,"10,590   ",2.6
39,Ohio,2021,9,"9,333,432   ","5,721,752   ",61.3,"5,453,523   ",58.4,"268,229   ",4.7
40,Oklahoma,2021,9,"3,071,231   ","1,856,226   ",60.4,"1,792,295   ",58.4,"63,931   ",3.4
41,Oregon,2021,9,"3,467,870   ","2,144,952   ",61.9,"2,047,470   ",59.0,"97,482   ",4.5
42,Pennsylvania,2021,9,"10,504,583   ","6,416,798   ",61.1,"6,071,236   ",57.8,"345,562   ",5.4
44,Rhode Island,2021,9,"900,197   ","571,984   ",63.5,"542,372   ",60.3,"29,612   ",5.2
45,South Carolina,2021,9,"4,138,342   ","2,353,863   ",56.9,"2,266,371   ",54.8,"87,492   ",3.7
46,South Dakota,2021,9,"686,218   ","470,520   ",68.6,"458,605   ",66.8,"11,915   ",2.5
47,Tennessee,2021,9,"5,536,826   ","3,324,395   ",60.0,"3,191,910   ",57.6,"132,485   ",4.0
48,Texas,2021,9,"22,615,375   ","14,376,211   ",63.6,"13,644,738   ",60.3,"731,473   ",5.1
49,Utah,2021,9,"2,498,668   ","1,694,486   ",67.8,"1,652,646   ",66.1,"41,840   ",2.5
50,Vermont,2021,9,"540,866   ","336,491   ",62.2,"325,541   ",60.2,"10,950   ",3.3
51,Virginia,2021,9,"6,812,036   ","4,328,172   ",63.5,"4,182,358   ",61.4,"145,814   ",3.4
53,Washington,2021,9,"6,175,112   ","3,907,590   ",63.3,"3,721,760   ",60.3,"185,830   ",4.8
54,West Virginia,2021,9,"1,441,685   ","779,073   ",54.0,"742,949   ",51.5,"36,124   ",4.6
55,Wisconsin,2021,9,"4,720,709   ","3,093,323   ",65.5,"2,986,694   ",63.3,"106,629   ",3.4
56,Wyoming,2021,9,"455,041   ","287,686   ",63.2,"275,457   ",60.5,"12,229   ",4.3
1,Alabama,2021,10,"3,997,178   ","2,260,318   ",56.5,"2,193,949   ",54.9,"66,369   ",2.9
2,Alaska,2021,10,"546,286   ","355,257   ",65.0,"334,795   ",61.3,"20,462   ",5.8
4,Arizona,2021,10,"5,786,624   ","3,535,221   ",61.1,"3,390,079   ",58.6,"145,142   ",4.1
5,Arkansas,2021,10,"2,367,222   ","1,342,354   ",56.7,"1,295,854   ",54.7,"46,500   ",3.5
6,California,2021,10,"31,075,721   ","19,064,571   ",61.3,"17,886,523   ",57.6,"1,178,048   ",6.2
37,Los Angeles County,2021,10,"7,919,626   ","5,004,085   ",63.2,"4,633,274   ",58.5,"370,811   ",7.4
8,Colorado,2021,10,"4,649,350   ","3,172,038   ",68.2,"3,024,673   ",65.1,"147,365   ",4.6
9,Connecticut,2021,10,"2,943,073   ","1,901,339   ",64.6,"1,794,555   ",61.0,"106,784   ",5.6
10,Delaware,2021,10,"812,389   ","493,080   ",60.7,"468,098   ",57.6,"24,982   ",5.1
11,District of Columbia,2021,10,"547,306   ","381,059   ",69.6,"356,546   ",65.1,"24,513   ",6.4
12,Florida,2021,10,"17,870,980   ","10,477,350   ",58.6,"10,065,312   ",56.3,"412,038   ",3.9
13,Georgia,2021,10,"8,428,086   ","5,178,785   ",61.4,"5,003,580   ",59.4,"175,205   ",3.4
15,Hawaii,2021,10,"1,124,879   ","661,609   ",58.8,"639,268   ",56.8,"22,341   ",3.4
16,Idaho,2021,10,"1,482,981   ","931,604   ",62.8,"902,598   ",60.9,"29,006   ",3.1
17,Illinois,2021,10,"10,069,836   ","6,401,340   ",63.6,"6,065,021   ",60.2,"336,319   ",5.3
18,Indiana,2021,10,"5,340,702   ","3,342,060   ",62.6,"3,230,596   ",60.5,"111,464   ",3.3
19,Iowa,2021,10,"2,514,266   ","1,696,240   ",67.5,"1,639,255   ",65.2,"56,985   ",3.4
20,Kansas,2021,10,"2,263,627   ","1,497,188   ",66.1,"1,453,753   ",64.2,"43,435   ",2.9
21,Kentucky,2021,10,"3,536,613   ","2,038,428   ",57.6,"1,950,505   ",55.2,"87,923   ",4.3
22,Louisiana,2021,10,"3,575,450   ","2,067,899   ",57.8,"1,974,690   ",55.2,"93,209   ",4.5
23,Maine,2021,10,"1,145,873   ","685,460   ",59.8,"654,681   ",57.1,"30,779   ",4.5
24,Maryland,2021,10,"4,887,144   ","3,165,541   ",64.8,"3,023,548   ",61.9,"141,993   ",4.5
25,Massachusetts,2021,10,"5,750,043   ","3,738,267   ",65.0,"3,566,159   ",62.0,"172,108   ",4.6
26,Michigan,2021,10,"8,069,479   ","4,791,389   ",59.4,"4,539,758   ",56.3,"251,631   ",5.3
27,Minnesota,2021,10,"4,509,298   ","3,039,608   ",67.4,"2,935,441   ",65.1,"104,167   ",3.4
28,Mississippi,2021,10,"2,280,423   ","1,253,849   ",55.0,"1,194,771   ",52.4,"59,078   ",4.7
29,Missouri,2021,10,"4,869,783   ","3,047,222   ",62.6,"2,940,576   ",60.4,"106,646   ",3.5
30,Montana,2021,10,"888,978   ","553,513   ",62.3,"536,997   ",60.4,"16,516   ",3.0
31,Nebraska,2021,10,"1,513,922   ","1,051,532   ",69.5,"1,025,473   ",67.7,"26,059   ",2.5
32,Nevada,2021,10,"2,507,832   ","1,493,591   ",59.6,"1,407,374   ",56.1,"86,217   ",5.8
33,New Hampshire,2021,10,"1,153,091   ","754,457   ",65.4,"732,898   ",63.6,"21,559   ",2.9
34,New Jersey,2021,10,"7,416,375   ","4,655,775   ",62.8,"4,378,549   ",59.0,"277,226   ",6.0
35,New Mexico,2021,10,"1,672,965   ","946,111   ",56.6,"888,510   ",53.1,"57,601   ",6.1
36,New York,2021,10,"16,042,441   ","9,557,783   ",59.6,"8,989,806   ",56.0,"567,977   ",5.9
51000,New York city,2021,10,"6,822,099   ","4,093,748   ",60.0,"3,747,174   ",54.9,"346,574   ",8.5
37,North Carolina,2021,10,"8,377,333   ","5,033,666   ",60.1,"4,812,191   ",57.4,"221,475   ",4.4
38,North Dakota,2021,10,"596,917   ","409,356   ",68.6,"399,140   ",66.9,"10,216   ",2.5
39,Ohio,2021,10,"9,333,866   ","5,717,974   ",61.3,"5,460,427   ",58.5,"257,547   ",4.5
40,Oklahoma,2021,10,"3,073,562   ","1,856,755   ",60.4,"1,797,348   ",58.5,"59,407   ",3.2
41,Oregon,2021,10,"3,467,645   ","2,147,552   ",61.9,"2,054,139   ",59.2,"93,413   ",4.3
42,Pennsylvania,2021,10,"10,502,982   ","6,409,611   ",61.0,"6,083,528   ",57.9,"326,083   ",5.1
44,Rhode Island,2021,10,"900,141   ","570,793   ",63.4,"543,754   ",60.4,"27,039   ",4.7
45,South Carolina,2021,10,"4,145,078   ","2,353,701   ",56.8,"2,269,143   ",54.7,"84,558   ",3.6
46,South Dakota,2021,10,"687,251   ","470,827   ",68.5,"459,540   ",66.9,"11,287   ",2.4
47,Tennessee,2021,10,"5,542,669   ","3,325,481   ",60.0,"3,198,414   ",57.7,"127,067   ",3.8
48,Texas,2021,10,"22,651,184   ","14,410,330   ",63.6,"13,702,700   ",60.5,"707,630   ",4.9
49,Utah,2021,10,"2,502,558   ","1,698,177   ",67.9,"1,657,900   ",66.2,"40,277   ",2.4
50,Vermont,2021,10,"540,980   ","337,101   ",62.3,"326,507   ",60.4,"10,594   ",3.1
51,Virginia,2021,10,"6,814,960   ","4,336,676   ",63.6,"4,196,709   ",61.6,"139,967   ",3.2
53,Washington,2021,10,"6,180,301   ","3,912,080   ",63.3,"3,734,664   ",60.4,"177,416   ",4.5
54,West Virginia,2021,10,"1,441,063   ","779,247   ",54.1,"744,914   ",51.7,"34,333   ",4.4
55,Wisconsin,2021,10,"4,722,709   ","3,089,325   ",65.4,"2,988,745   ",63.3,"100,580   ",3.3
56,Wyoming,2021,10,"455,328   ","287,364   ",63.1,"275,583   ",60.5,"11,781   ",4.1
1,Alabama,2021,11,"3,998,878   ","2,266,041   ",56.7,"2,202,255   ",55.1,"63,786   ",2.8
2,Alaska,2021,11,"546,307   ","355,994   ",65.2,"336,389   ",61.6,"19,605   ",5.5
4,Arizona,2021,11,"5,795,021   ","3,540,974   ",61.1,"3,402,868   ",58.7,"138,106   ",3.9
5,Arkansas,2021,11,"2,368,493   ","1,347,185   ",56.9,"1,302,097   ",55.0,"45,088   ",3.3
6,California,2021,11,"31,077,628   ","19,078,014   ",61.4,"17,980,818   ",57.9,"1,097,196   ",5.8
37,Los Angeles County,2021,11,"7,916,161   ","5,002,905   ",63.2,"4,657,402   ",58.8,"345,503   ",6.9
8,Colorado,2021,11,"4,652,816   ","3,180,011   ",68.3,"3,039,694   ",65.3,"140,317   ",4.4
9,Connecticut,2021,11,"2,943,368   ","1,918,331   ",65.2,"1,816,463   ",61.7,"101,868   ",5.3
10,Delaware,2021,11,"813,400   ","493,816   ",60.7,"469,624   ",57.7,"24,192   ",4.9
11,District of Columbia,2021,11,"547,524   ","380,674   ",69.5,"356,764   ",65.2,"23,910   ",6.3
12,Florida,2021,11,"17,900,635   ","10,509,000   ",58.7,"10,115,529   ",56.5,"393,471   ",3.7
13,Georgia,2021,11,"8,437,802   ","5,186,129   ",61.5,"5,016,402   ",59.5,"169,727   ",3.3
15,Hawaii,2021,11,"1,124,786   ","662,318   ",58.9,"640,663   ",57.0,"21,655   ",3.3
16,Idaho,2021,11,"1,485,647   ","933,901   ",62.9,"906,261   ",61.0,"27,640   ",3.0
17,Illinois,2021,11,"10,065,228   ","6,422,034   ",63.8,"6,101,290   ",60.6,"320,744   ",5.0
18,Indiana,2021,11,"5,342,282   ","3,346,831   ",62.6,"3,241,334   ",60.7,"105,497   ",3.2
19,Iowa,2021,11,"2,514,663   ","1,696,850   ",67.5,"1,644,060   ",65.4,"52,790   ",3.1
20,Kansas,2021,11,"2,263,942   ","1,496,100   ",66.1,"1,455,595   ",64.3,"40,505   ",2.7
21,Kentucky,2021,11,"3,536,887   ","2,043,698   ",57.8,"1,958,284   ",55.4,"85,414   ",4.2
22,Louisiana,2021,11,"3,573,394   ","2,071,020   ",58.0,"1,982,892   ",55.5,"88,128   ",4.3
23,Maine,2021,11,"1,146,598   ","683,775   ",59.6,"655,004   ",57.1,"28,771   ",4.2
24,Maryland,2021,11,"4,886,903   ","3,163,512   ",64.7,"3,033,748   ",62.1,"129,764   ",4.1
25,Massachusetts,2021,11,"5,749,764   ","3,734,644   ",65.0,"3,577,114   ",62.2,"157,530   ",4.2
26,Michigan,2021,11,"8,070,336   ","4,794,945   ",59.4,"4,560,295   ",56.5,"234,650   ",4.9
27,Minnesota,2021,11,"4,510,124   ","3,043,627   ",67.5,"2,945,562   ",65.3,"98,065   ",3.2
28,Mississippi,2021,11,"2,280,207   ","1,255,316   ",55.1,"1,199,008   ",52.6,"56,308   ",4.5
29,Missouri,2021,11,"4,870,866   ","3,048,613   ",62.6,"2,947,333   ",60.5,"101,280   ",3.3
30,Montana,2021,11,"890,272   ","555,653   ",62.4,"539,985   ",60.7,"15,668   ",2.8
31,Nebraska,2021,11,"1,514,407   ","1,052,207   ",69.5,"1,027,538   ",67.9,"24,669   ",2.3
32,Nevada,2021,11,"2,510,621   ","1,493,612   ",59.5,"1,410,063   ",56.2,"83,549   ",5.6
33,New Hampshire,2021,11,"1,153,764   ","755,042   ",65.4,"734,981   ",63.7,"20,061   ",2.7
34,New Jersey,2021,11,"7,416,495   ","4,648,884   ",62.7,"4,388,549   ",59.2,"260,335   ",5.6
35,New Mexico,2021,11,"1,673,249   ","947,661   ",56.6,"892,197   ",53.3,"55,464   ",5.9
36,New York,2021,11,"16,032,832   ","9,562,350   ",59.6,"9,026,895   ",56.3,"535,455   ",5.6
51000,New York city,2021,11,"6,814,184   ","4,093,657   ",60.1,"3,763,483   ",55.2,"330,174   ",8.1
37,North Carolina,2021,11,"8,387,387   ","5,064,990   ",60.4,"4,855,474   ",57.9,"209,516   ",4.1
38,North Dakota,2021,11,"597,092   ","410,514   ",68.8,"400,644   ",67.1,"9,870   ",2.4
39,Ohio,2021,11,"9,334,018   ","5,717,562   ",61.3,"5,469,344   ",58.6,"248,218   ",4.3
40,Oklahoma,2021,11,"3,075,753   ","1,860,085   ",60.5,"1,803,855   ",58.6,"56,230   ",3.0
41,Oregon,2021,11,"3,467,245   ","2,152,075   ",62.1,"2,063,266   ",59.5,"88,809   ",4.1
42,Pennsylvania,2021,11,"10,500,773   ","6,410,152   ",61.0,"6,101,152   ",58.1,"309,000   ",4.8
44,Rhode Island,2021,11,"900,035   ","569,439   ",63.3,"545,390   ",60.6,"24,049   ",4.2
45,South Carolina,2021,11,"4,151,782   ","2,355,619   ",56.7,"2,273,789   ",54.8,"81,830   ",3.5
46,South Dakota,2021,11,"688,238   ","471,145   ",68.5,"460,573   ",66.9,"10,572   ",2.2
47,Tennessee,2021,11,"5,548,486   ","3,330,132   ",60.0,"3,208,044   ",57.8,"122,088   ",3.7
48,Texas,2021,11,"22,686,228   ","14,440,478   ",63.7,"13,766,342   ",60.7,"674,136   ",4.7
49,Utah,2021,11,"2,506,373   ","1,703,144   ",68.0,"1,664,205   ",66.4,"38,939   ",2.3
50,Vermont,2021,11,"541,033   ","337,824   ",62.4,"327,678   ",60.6,"10,146   ",3.0
51,Virginia,2021,11,"6,817,532   ","4,350,117   ",63.8,"4,215,207   ",61.8,"134,910   ",3.1
53,Washington,2021,11,"6,185,185   ","3,917,448   ",63.3,"3,748,407   ",60.6,"169,041   ",4.3
54,West Virginia,2021,11,"1,440,329   ","779,943   ",54.2,"747,271   ",51.9,"32,672   ",4.2
